id,serial_number,tax_type,incentive _category,incentive _subcategory,incentive_items,qualification,incentive_method,incentive_name,detailed_rules,detailed_terms,keywords,legal_basis,special_notes,explanation,effective_date,expiry_date,applicable_region,policy_status,industry_scope,enterprise_type,discount_rate,application_process,required_documents,data_source,data_quality,last_verified_date,created_at,updated_at,tags
23,23,增值税,节能环保,资源综合利用,电力、热力,1.产品燃料60%以上来自煤矸石、煤泥、石煤、油母页岩； 2.纳税人符合《火电厂大气污染物排放标准》（GB13223—2011）和国家发展改革委、环境保护部、工业和信息化部《电力（燃煤发电企业）行业清洁生产评价指标体系》规定的技术要求。,即征即退,电力、热力增值税即征即退优惠,自2015年7月1日起，实行比例为50%的增值税即征即退政策。,,电力、热力 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
24,24,增值税,节能环保,资源综合利用,电力、热力,1.产品燃料80%以上来自垃圾以及利用垃圾发酵产生的沼气； 2.纳税人符合《火电厂大气污染物排放标准》（GB13223-2011）或《生活垃圾焚烧污染控制标准》（GB18485—2014）规定的技术要求。,即征即退,电力、热力增值税即征即退优惠,自2015年7月1日起，实行比例为100%的增值税即征即退政策。,,电力、热力 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,“垃圾”，是指城市生活垃圾、农作物秸杆、树皮废渣、污泥、合成革及化纤废弃物、病死畜禽等养殖废弃物等垃圾。 “垃圾处理”，是指运用填埋、焚烧、综合处理和回收利用等形式，对垃圾进行减量化、资源化和无害化处理处置的业务。 ,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
25,25,增值税,节能环保,资源综合利用,电力、热力,产品原料100%来自工业生产过程中产生的余热、余压。,即征即退,电力、热力增值税即征即退优惠,自2015年7月1日起，实行比例为100%的增值税即征即退政策。,,电力、热力 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
26,26,增值税,节能环保,资源综合利用,页岩油,产品原料95%以上来自油母页岩。,即征即退,页岩油增值税即征即退优惠,自2015年7月1日起，实行比例为70%的增值税即征即退政策。,,页岩油 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
27,27,增值税,节能环保,资源综合利用,再生沥青混凝土,1.产品原料30%以上来自废旧沥青混凝土； 2.产品符合《再生沥青混凝土》（GB/T 25033-2010）规定的技术要求。,即征即退,再生沥青混凝土增值税即征即退优惠,自2015年7月1日起，实行比例为50%的增值税即征即退政策。,,再生沥青混凝土 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,优惠具体范围按该《通知》附件1《享受增值税优惠政策的新型墙体材料目录》。,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
28,28,增值税,节能环保,资源综合利用,水泥、水泥熟料,1.42.5及以上等级水泥的原料20%以上来自废渣，其他水泥、水泥熟料的原料40%以上来自废渣；  2．纳税人符合《水泥工业大气污染物排放标准》（GB4915—2013）规定的技术要求。,即征即退,水泥、水泥熟料增值税即征即退优惠,自2015年7月1日起，实行比例为70%的增值税即征即退政策。,,水泥、水泥熟料 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,“废渣”，是指采矿选矿废渣、冶炼废渣、化工废渣和其他废渣。其中，采矿选矿废渣，是指在矿产资源开采加工过程中产生的煤矸石、粉末、粉尘和污泥；冶炼废渣，是指转炉渣、电炉渣、铁合金炉渣、氧化铝赤泥和有色金属灰渣，但不包括高炉水渣；化工废渣，是指硫铁矿渣、硫铁矿煅烧渣、硫酸渣、硫石膏、磷石膏、磷矿煅烧渣、含氰废渣、电石渣、磷肥渣、硫磺渣、碱渣、含钡废渣、铬渣、盐泥、总溶剂渣、黄磷渣、柠檬酸渣、脱硫石膏、氟石膏、钛石膏和废石膏模；其他废渣，是指粉煤灰、燃煤炉渣、江河（湖、海、渠）道淤泥、淤沙、建筑垃圾、废玻璃、污水处理厂处理污水产生的污泥。 ,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
29,29,增值税,节能环保,资源综合利用,涂料用硝化棉粉,产品原料90%以上来自退役军用发射药。,即征即退,涂料用硝化棉粉增值税即征即退优惠,自2015年7月1日起，实行比例为50%的增值税即征即退政策。,,增值税 涂料用硝化棉粉,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
30,30,增值税,节能环保,资源综合利用,砖瓦（不含烧结普通砖）、砌块、陶粒、墙板、管材（管桩）、混凝土、砂浆、道路井盖、道路护栏、防火材料、耐火材料（镁铬砖除外）、保温材料、矿（岩）棉、微晶玻璃、U型玻璃,产品原料70%以上来自废渣。,即征即退,砖瓦（不含烧结普通砖）、砌块、陶粒、墙板、管材（管桩）、混凝土、砂浆、道路井盖、道路护栏、防火材料、,自2015年7月1日起，实行比例为70%的增值税即征即退政策。,,增值税 砖瓦（不含烧结普通砖）、砌块、陶粒、墙板、管材（管桩）、混凝土、砂浆、道路井盖、道路护栏、防火材料、耐火材料（镁铬砖除外）、保温材料、矿（岩）棉、微晶玻璃、U型玻璃,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
31,31,增值税,节能环保,资源综合利用,蒸汽、活性炭、白碳黑、乳酸、乳酸钙、沼气、饲料、植物蛋白,产品原料80%以上来自废弃酒糟和酿酒底锅水，淀粉、粉丝加工废液、废渣。,即征即退,蒸汽、活性炭、白碳黑、乳酸、乳酸钙、沼气、饲料、植物蛋白增值税即征即退优惠,自2015年7月1日起，实行比例为70%的增值税即征即退政策。,,增值税 蒸汽、活性炭、白碳黑、乳酸、乳酸钙、沼气、饲料、植物蛋白,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
32,32,增值税,节能环保,资源综合利用,微生物蛋白、干化污泥、燃料、电力、热力,产品原料或燃料90%以上来自含油污水、有机废水、污水处理后产生的污泥，油田采油过程中产生的油污泥（浮渣），包括利用上述资源发酵产生的沼气，其中利用油田采油过程中产生的油污泥（浮渣）生产燃料的，原料60%以上来自所列资源。,即征即退,微生物蛋白、干化污泥、燃料、电力、热力增值税即征即退优惠,自2015年7月1日起，实行比例为70%的增值税即征即退政策。,,微生物蛋白、干化污泥、燃料、电力、热力 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
33,33,增值税,节能环保,资源综合利用,生物质压块、沼气等燃料，电力、热力,1.产品原料或者燃料80%以上来自餐厨垃圾、畜禽粪便、稻壳、花生壳、玉米芯、油茶壳、棉籽壳、三剩物、次小薪材、农作物秸秆、蔗渣，以及利用上述资源发酵产生的沼气； 2.纳税人符合《锅炉大气污染物排放标准》（GB13271-2014）、《火电厂大气污染物排放标准》（GB13223—2011）或《生活垃圾焚烧污染控制标准》（GB18485—2001）规定的技术要求。,即征即退,生物质压块、沼气等燃料，电力、热力增值税即征即退优惠,自2015年7月1日起，实行比例为100%的增值税即征即退政策。,,生物质压块、沼气等燃料，电力、热力 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,“农作物秸秆”，是指农业生产过程中，收获了粮食作物（指稻谷、小麦、玉米、薯类等）、油料作物（指油菜籽、花生、大豆、葵花籽、芝麻籽、胡麻籽等）、棉花、麻类、糖料、烟叶、药材、花卉、蔬菜和水果等以后残留的茎秆。 “三剩物”，是指采伐剩余物（指枝丫、树梢、树皮、树叶、树根及藤条、灌木等）、造材剩余物（指造材截头）和加工剩余物（指板皮、板条、木竹截头、锯沫、碎单板、木芯、刨花、木块、篾黄、边角余料等）。 “次小薪材”，是指次加工材（指材质低于针、阔叶树加工用原木最低等级但具有一定利用价值的次加工原木，按《次加工原木》（LY／T1369—2011）标准执行）、小径材（指长度在2米以下或径级8厘米以下的小原木条、松木杆、脚手杆、杂木杆、短原木等）和薪材。,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
34,34,增值税,节能环保,资源综合利用,氧化铝、活性硅酸钙、瓷绝缘子、煅烧高岭土,氧化铝、活性硅酸钙生产原料25%以上来自粉煤灰、煤矸石，瓷绝缘子生产原料中煤矸石所占比重30%以上，煅烧高岭土生产原料中煤矸石所占比重90%以上。,即征即退,氧化铝、活性硅酸钙、瓷绝缘子、煅烧高岭土增值税即征即退优惠,自2015年7月1日起，实行比例为50%的增值税即征即退政策。,,氧化铝、活性硅酸钙、瓷绝缘子、煅烧高岭土 增值税,《关于印发《资源综合利用产品和劳务增值税优惠目录》的通知》（财税[2015]78号）,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
